Uttar Pradesh	122000.0	89600.0	12238.0
Maharashtra	454000.0	380000.0	67985.0
Tamil Nadu	115000.0	102000.0	13933.0
Karnataka	147000.0	111000.0	15306.0
Kerala	153000.0	124000.0	5259.0
